68,59,92,102,161,164,63,53,132,1
68,59,92,102,161,164,62,53,132,1
68,59,92,102,161,164,62,52,132,1
67,59,92,101,161,164,62,53,132,1
67,58,91,102,161,164,61,53,131,1
68,58,90,102,161,163,61,51,130,1
67,59,92,102,161,163,61,52,131,1
69,60,94,102,161,162,62,52,132,1
69,61,93,101,160,163,66,56,132,1
70,59,91,101,160,163,66,56,131,1
71,61,92,101,160,162,67,56,132,1
72,61,91,101,160,161,68,56,130,1
72,61,93,101,160,162,69,56,132,1
70,60,91,100,159,161,66,55,131,1
72,60,92,100,159,161,68,55,131,1
70,61,92,100,159,161,67,56,131,1
71,62,93,100,159,159,67,55,130,1
73,62,91,100,159,159,70,57,130,1
72,61,91,100,159,160,69,56,130,1
73,62,92,100,159,159,70,57,129,1
73,64,94,99,158,159,71,58,131,1
75,64,95,100,158,159,73,58,131,1
73,63,94,99,157,159,74,60,132,1
74,63,93,99,158,159,74,60,131,1
75,63,91,100,158,159,75,60,130,1
76,62,90,99,158,159,76,61,130,1
76,64,93,100,158,158,75,59,130,1
77,65,95,100,158,157,77,60,131,1
77,66,94,99,157,158,79,63,132,1
78,65,92,99,157,157,81,63,131,1
79,68,95,100,157,156,79,62,131,1
81,68,92,100,157,155,82,63,130,1
82,67,92,100,157,156,83,63,130,1
83,68,91,99,155,155,88,68,131,1
83,68,92,99,155,156,88,68,132,1
85,70,95,100,156,154,89,67,132,1
89,70,92,99,154,153,95,71,131,1
90,70,92,99,154,152,96,71,130,1
92,72,93,98,153,151,100,75,132,1
94,73,91,98,153,149,100,75,130,1
95,73,90,98,153,148,100,75,130,1
95,73,93,99,153,149,102,74,131,1
96,74,94,99,154,148,102,75,131,1
98,75,91,98,152,147,105,78,131,1
100,75,93,99,152,147,106,77,131,1
99,76,92,98,152,146,106,78,130,1
99,76,91,98,153,145,107,79,130,1
100,75,91,98,152,144,109,80,130,1
101,75,92,97,152,144,109,80,130,1
101,75,92,98,152,143,109,79,130,1
102,77,93,97,151,143,111,81,131,1
102,76,93,97,151,143,111,80,130,1
103,77,95,98,151,144,112,81,133,1
104,77,95,98,151,143,111,80,132,1
105,79,96,99,152,142,112,80,133,1
104,78,96,98,151,142,112,81,132,1
105,78,96,98,149,143,115,84,134,1
105,79,96,98,150,142,115,84,134,1
105,79,96,98,150,142,115,84,134,1
107,79,97,98,150,140,115,84,133,1
106,78,96,98,150,141,116,84,134,1
107,79,97,98,150,141,116,84,135,1
108,79,97,98,150,141,116,84,135,1
108,78,96,99,150,141,117,85,134,1
109,79,97,98,150,140,117,84,135,1
109,80,98,99,148,142,118,87,137,1
109,79,98,99,150,141,118,86,137,1
110,80,97,99,148,141,119,87,137,1
112,81,97,99,149,139,119,87,137,1
112,81,97,98,147,141,120,90,140,1
112,82,97,98,147,140,119,90,139,1
114,82,97,99,148,139,120,89,139,1
115,82,97,99,148,139,120,89,139,1
114,82,97,98,147,139,120,91,140,1
114,82,99,98,147,141,120,90,142,1
116,81,98,99,147,139,121,91,141,1
115,82,99,98,147,140,120,91,143,1
115,82,98,98,145,141,120,93,144,1
116,82,98,99,147,139,121,91,142,1
117,83,98,99,146,138,121,93,142,1
117,83,98,98,146,138,120,91,142,1
117,83,98,98,146,139,120,91,143,1
116,82,98,98,145,141,120,94,145,1
118,83,98,99,146,139,121,92,143,1
117,83,98,98,146,138,120,91,142,1
118,84,98,99,146,138,120,90,143,1
118,83,98,99,146,139,120,91,143,1
120,84,97,99,146,138,121,93,143,1
