135,80,96,141,143,120,130,104,99,1
134,79,96,141,143,121,130,105,100,1
133,79,97,141,145,122,134,100,93,1
133,79,97,141,145,122,134,101,92,1
132,78,97,141,146,122,135,100,91,1
132,79,97,141,145,122,135,101,93,1
131,78,96,141,146,121,134,102,91,1
130,79,97,141,147,121,136,100,89,1
129,78,96,141,146,121,135,101,88,1
129,78,96,141,146,121,136,100,87,1
129,78,97,141,147,121,135,101,88,1
127,77,97,141,146,122,136,100,89,1
129,78,97,141,147,121,136,100,87,1
128,78,97,141,146,121,136,100,88,1
129,78,97,141,147,121,136,101,88,1
127,78,97,141,146,122,136,100,89,1
128,77,97,141,146,121,136,101,88,1
127,77,97,141,146,122,136,101,89,1
128,77,97,141,146,121,136,101,89,1
127,78,98,141,147,122,137,99,87,1
126,77,97,140,147,121,136,100,85,1
127,77,98,141,147,122,137,100,87,1
127,78,98,141,146,122,136,101,90,1
126,78,98,141,147,122,137,99,87,1
126,77,97,140,148,121,137,100,85,1
126,77,98,141,147,122,138,98,86,1
125,77,97,140,147,121,137,99,85,1
125,76,97,140,147,121,137,100,85,1
125,76,97,140,147,121,137,100,86,1
125,77,97,140,147,121,138,100,85,1
124,77,97,140,147,121,138,99,84,1
125,77,97,140,148,121,138,100,85,1
124,77,96,140,147,120,137,101,84,1
124,77,96,140,147,121,137,100,85,1
123,76,97,140,148,121,138,99,83,1
123,76,97,140,148,121,139,97,81,1
122,77,97,140,147,122,139,97,83,1
121,75,96,140,149,121,141,96,78,1
119,76,96,140,149,121,141,96,76,1
118,73,96,140,150,121,142,96,75,1
116,74,97,140,148,121,141,97,79,1
117,74,97,140,149,121,141,98,78,1
116,74,97,140,148,122,141,97,79,1
117,74,97,140,148,122,141,98,80,1
116,75,97,140,149,121,141,97,79,1
117,74,97,140,149,122,142,95,77,1
116,73,97,140,150,122,142,94,77,1
114,73,96,140,151,121,142,93,71,1
112,73,96,139,151,121,142,92,70,1
112,72,95,139,151,121,142,94,70,1
111,73,97,139,150,121,142,93,71,1
111,72,96,139,151,121,142,93,70,1
111,71,96,139,151,121,142,93,70,1
111,71,96,139,150,121,142,93,70,1
110,70,96,139,150,121,142,94,72,1
110,69,94,139,152,120,142,93,67,1
108,70,94,139,152,120,142,92,65,1
106,70,95,138,151,120,141,91,65,1
106,68,93,139,152,120,141,92,66,1
106,69,94,139,152,121,141,92,66,1
106,69,94,139,152,121,142,92,67,1
104,69,94,138,153,120,139,90,61,1
104,68,93,138,153,120,139,90,60,1
100,67,91,138,154,120,136,87,58,1
99,66,92,138,153,121,136,88,60,1
98,66,92,138,154,120,137,89,59,1
98,66,92,138,153,120,135,86,58,1
99,65,91,138,154,120,136,87,58,1
98,65,91,138,153,120,136,87,59,1
96,65,92,138,153,121,135,87,59,1
97,65,91,138,153,120,135,87,58,1
97,65,92,138,153,121,135,87,59,1
97,65,91,138,153,120,135,88,60,1
95,65,92,138,154,122,134,85,58,1
95,65,91,138,154,122,134,85,57,1
95,65,91,138,154,122,134,85,59,1
94,64,91,138,154,122,132,84,57,1
93,64,90,138,154,121,132,84,58,1
91,65,92,138,153,122,131,84,59,1
90,63,90,138,154,123,130,81,57,1
88,62,90,138,154,123,129,81,57,1
89,64,91,138,154,123,129,81,58,1
89,63,91,138,154,124,129,82,58,1
88,62,90,138,154,123,128,81,58,1
89,61,88,138,154,123,128,82,59,1
86,59,88,138,155,124,126,79,58,1
84,59,89,138,154,125,125,77,57,1
